ws_gap,odds_min,odds_max,ev_min,f1_n,f1_wr,f1_roi,f2_n,f2_wr,f2_roi,avg_roi
100,1.75,3.0,0.03,86,0.5465116279069767,11.825581395348834,127,0.4330708661417323,-12.157480314960626,-0.16594945980589593
100,1.75,3.5,0.03,86,0.5465116279069767,11.825581395348834,127,0.4330708661417323,-12.157480314960626,-0.16594945980589593
100,1.75,3.0,0.05,86,0.5465116279069767,11.825581395348834,127,0.4330708661417323,-12.157480314960626,-0.16594945980589593
70,1.5,2.8,0.03,253,0.541501976284585,5.754940711462451,429,0.4988344988344988,-6.097902097902094,-0.1714806932198214
120,1.65,2.5,0.0,51,0.6470588235294118,20.921568627450984,73,0.4246575342465753,-21.273972602739725,-0.17620198764437056
60,1.75,3.0,0.1,202,0.4900990099009901,7.123762376237623,340,0.4323529411764706,-7.5352941176470605,-0.20576587070471852
40,1.65,3.5,0.05,335,0.4955223880597015,6.540298507462683,615,0.43414634146341463,-7.014634146341467,-0.2371678194393918
50,1.75,4.0,0.08,261,0.47509578544061304,6.509578544061305,472,0.4194915254237288,-6.987288135593225,-0.23885479576596014
100,1.65,2.5,0.05,104,0.5769230769230769,11.086538461538458,158,0.4620253164556962,-11.601265822784807,-0.2573636806231745
70,1.5,3.0,0.03,261,0.5363984674329502,5.87739463601533,443,0.49209932279909707,-6.410835214446951,-0.2667202892158107
40,1.5,2.8,0.1,292,0.5171232876712328,5.489726027397257,562,0.4697508896797153,-6.033807829181495,-0.2720409008921192
50,1.75,3.5,0.0,269,0.4795539033457249,5.9442379182156175,477,0.4276729559748428,-6.5303983228511555,-0.293080202317769
60,1.65,2.8,0.08,232,0.5258620689655172,8.612068965517242,387,0.4470284237726098,-9.217054263565895,-0.3024926490243267
40,1.65,4.0,0.05,342,0.49122807017543857,6.552631578947367,628,0.4299363057324841,-7.171974522292998,-0.3096714716728153
60,1.75,4.0,0.03,235,0.4851063829787234,8.404255319148938,397,0.4156171284634761,-9.083123425692706,-0.3394340532718845
100,1.65,4.0,0.05,108,0.5740740740740741,12.324074074074073,167,0.4491017964071856,-13.011976047904186,-0.34395098691505677
70,1.5,2.8,0.1,218,0.5321100917431193,6.559633027522936,371,0.4797843665768194,-7.253369272237199,-0.3468681223571317
70,2.0,4.0,0.0,131,0.4580152671755725,8.534351145038165,202,0.3910891089108911,-9.24257425742574,-0.35411155619378754
70,2.0,4.0,0.03,131,0.4580152671755725,8.534351145038165,202,0.3910891089108911,-9.24257425742574,-0.35411155619378754
70,2.0,4.0,0.05,131,0.4580152671755725,8.534351145038165,202,0.3910891089108911,-9.24257425742574,-0.35411155619378754
70,2.0,4.0,0.08,131,0.4580152671755725,8.534351145038165,202,0.3910891089108911,-9.24257425742574,-0.35411155619378754
70,2.0,4.0,0.1,131,0.4580152671755725,8.534351145038165,202,0.3910891089108911,-9.24257425742574,-0.35411155619378754
60,1.75,3.5,0.03,231,0.48917748917748916,8.636363636363638,390,0.41794871794871796,-9.374358974358984,-0.3689976689976726
60,1.65,2.8,0.1,225,0.52,7.973333333333333,377,0.4482758620689655,-8.734748010610085,-0.38070733863837614
50,1.75,4.0,0.03,268,0.47761194029850745,6.451492537313437,485,0.42061855670103093,-7.247422680412377,-0.39796507154947003
70,1.65,3.5,0.08,223,0.5201793721973094,8.802690582959643,354,0.4378531073446328,-9.610169491525433,-0.4037394542828947
50,1.75,4.0,0.05,267,0.4756554307116105,6.194756554307119,478,0.4205020920502092,-7.01464435146444,-0.40994389857866054
50,1.65,3.5,0.08,295,0.49830508474576274,6.681355932203389,529,0.43478260869565216,-7.5444234404536905,-0.4315337541251507
100,1.75,3.5,0.0,88,0.5454545454545454,11.27272727272727,127,0.4330708661417323,-12.157480314960626,-0.44237652111667813
100,1.75,3.0,0.0,88,0.5454545454545454,11.27272727272727,127,0.4330708661417323,-12.157480314960626,-0.44237652111667813
70,1.5,3.0,0.1,226,0.5265486725663717,6.672566371681417,385,0.4727272727272727,-7.57142857142857,-0.44943109987357666
40,1.75,3.5,0.1,278,0.4712230215827338,6.629496402877695,516,0.4127906976744186,-7.560077519379852,-0.46529055825107823
60,1.65,2.8,0.03,247,0.5303643724696356,8.384615384615387,405,0.44938271604938274,-9.323456790123466,-0.46942070275403935
100,1.65,2.5,0.0,108,0.5740740740740741,10.166666666666664,159,0.46540880503144655,-11.106918238993705,-0.4701257861635204
60,1.65,2.5,0.0,229,0.5283842794759825,4.650655021834059,371,0.477088948787062,-5.617250673854454,-0.48329782601019744
40,1.5,3.0,0.1,306,0.5098039215686274,5.493464052287578,593,0.46037099494097805,-6.470489038785837,-0.4885124932491296
100,1.65,2.5,0.03,106,0.5754716981132075,10.594339622641506,158,0.4620253164556962,-11.601265822784807,-0.5034631000716505
60,1.75,4.0,0.0,239,0.48535564853556484,8.054393305439332,399,0.41604010025062654,-9.100250626566428,-0.5229286605635481
40,1.5,2.8,0.0,359,0.5264623955431755,3.5933147632312012,677,0.4933530280649926,-4.642540620384047,-0.5246129285764227
60,1.5,2.5,0.08,233,0.5278969957081545,3.3304721030042934,419,0.5035799522673031,-4.40095465393795,-0.5352412754668281
40,1.75,4.0,0.1,285,0.4666666666666667,6.642105263157894,529,0.40831758034026466,-7.7334593572778845,-0.5456770470599954
50,1.5,3.0,0.05,322,0.515527950310559,3.5931677018633557,585,0.48205128205128206,-4.6991452991453,-0.5529887986409723
50,1.5,3.0,0.03,332,0.5210843373493976,3.9728915662650617,610,0.48360655737704916,-5.0836065573770455,-0.5553574955559919
60,1.75,3.5,0.0,235,0.48936170212765956,8.276595744680854,392,0.41836734693877553,-9.39030612244899,-0.556855188884068
50,1.5,3.0,0.1,287,0.5087108013937283,4.498257839721256,534,0.4681647940074906,-5.6329588014981296,-0.5673504808884369
100,1.65,4.0,0.0,112,0.5714285714285714,11.39285714285714,168,0.4523809523809524,-12.535714285714286,-0.571428571428573
120,1.65,2.8,0.08,49,0.6530612244897959,22.38775510204082,73,0.410958904109589,-23.56164383561644,-0.5869443667878098
120,1.65,3.0,0.08,49,0.6530612244897959,22.38775510204082,73,0.410958904109589,-23.56164383561644,-0.5869443667878098
120,1.65,4.0,0.05,49,0.6530612244897959,22.38775510204082,73,0.410958904109589,-23.56164383561644,-0.5869443667878098
120,1.65,4.0,0.08,49,0.6530612244897959,22.38775510204082,73,0.410958904109589,-23.56164383561644,-0.5869443667878098
120,1.65,3.5,0.05,49,0.6530612244897959,22.38775510204082,73,0.410958904109589,-23.56164383561644,-0.5869443667878098
120,1.65,3.0,0.05,49,0.6530612244897959,22.38775510204082,73,0.410958904109589,-23.56164383561644,-0.5869443667878098
120,1.65,3.5,0.08,49,0.6530612244897959,22.38775510204082,73,0.410958904109589,-23.56164383561644,-0.5869443667878098
120,1.65,2.8,0.05,49,0.6530612244897959,22.38775510204082,73,0.410958904109589,-23.56164383561644,-0.5869443667878098
60,1.75,4.0,0.05,234,0.4829059829059829,8.11965811965812,392,0.413265306122449,-9.29591836734695,-0.5881301238444152
100,1.65,4.0,0.03,110,0.5727272727272728,11.827272727272724,167,0.4491017964071856,-13.011976047904186,-0.5923516603157308
50,1.5,2.5,0.0,309,0.5307443365695793,1.4854368932038846,552,0.5181159420289855,-2.6739130434782594,-0.5942380751371874
60,1.75,4.0,0.08,229,0.48034934497816595,8.056768558951969,386,0.4119170984455959,-9.297927461139906,-0.6205794510939686
60,1.75,3.5,0.05,230,0.48695652173913045,8.347826086956525,385,0.4155844155844156,-9.594805194805204,-0.6234895539243395
80,1.75,4.0,0.1,153,0.5032679738562091,7.3986928104575185,225,0.4311111111111111,-8.657777777777781,-0.6295424836601313
80,1.5,3.5,0.0,234,0.5427350427350427,5.252136752136752,380,0.5,-6.549999999999999,-0.6489316239316234
100,1.75,2.5,0.05,83,0.5421686746987951,8.903614457831326,118,0.4491525423728814,-10.203389830508472,-0.6498876863385732
100,1.75,2.5,0.03,83,0.5421686746987951,8.903614457831326,118,0.4491525423728814,-10.203389830508472,-0.6498876863385732
60,1.75,3.5,0.08,225,0.48444444444444446,8.28888888888889,379,0.41424802110817943,-9.601583113456472,-0.6563471122837914
50,1.75,4.0,0.0,273,0.47619047619047616,5.783882783882787,488,0.42213114754098363,-7.10040983606558,-0.6582635260913965
70,1.75,4.0,0.0,199,0.49748743718592964,7.8391959798994995,314,0.4267515923566879,-9.171974522292992,-0.6663892711967461
80,1.5,3.5,0.08,205,0.5365853658536586,6.73170731707317,337,0.4807121661721068,-8.077151335311575,-0.6727220091192025
40,1.65,3.5,0.0,353,0.4985835694050991,5.966005665722377,643,0.4370139968895801,-7.320373250388809,-0.6771837923332162
70,1.5,2.8,0.0,265,0.5358490566037736,3.9924528301886815,446,0.5067264573991032,-5.3587443946188325,-0.6831457822150755
80,1.65,4.0,0.1,181,0.5303867403314917,8.408839779005527,267,0.4419475655430712,-9.782771535580524,-0.6869658782874986
70,1.75,3.5,0.1,184,0.4945652173913043,8.690217391304348,297,0.4175084175084175,-10.070707070707078,-0.6902448397013652
40,1.65,3.5,0.1,314,0.49044585987261147,6.7579617834394865,582,0.42439862542955326,-8.1512027491409,-0.6966204828507068
70,1.75,4.0,0.03,197,0.49746192893401014,8.045685279187818,313,0.4249201277955272,-9.4408945686901,-0.6976046447511406
40,1.5,3.0,0.0,373,0.5201072386058981,3.6675603217158197,708,0.4844632768361582,-5.069209039548022,-0.700824358916101
80,1.5,3.5,0.03,225,0.5422222222222223,5.8977777777777805,366,0.4918032786885246,-7.303278688524589,-0.7027504553734043
120,1.65,2.8,0.0,51,0.6470588235294118,20.921568627450984,74,0.4189189189189189,-22.33783783783784,-0.7081346051934272
120,1.65,3.5,0.0,51,0.6470588235294118,20.921568627450984,74,0.4189189189189189,-22.33783783783784,-0.7081346051934272
120,1.65,3.0,0.0,51,0.6470588235294118,20.921568627450984,74,0.4189189189189189,-22.33783783783784,-0.7081346051934272
120,1.65,4.0,0.0,51,0.6470588235294118,20.921568627450984,74,0.4189189189189189,-22.33783783783784,-0.7081346051934272
70,1.65,3.5,0.03,235,0.5191489361702127,7.7702127659574485,370,0.44324324324324327,-9.218918918918924,-0.7243530764807375
40,1.65,4.0,0.0,360,0.49444444444444446,5.988888888888886,656,0.4329268292682927,-7.464939024390247,-0.7380250677506806
40,1.5,3.5,0.08,347,0.4956772334293948,5.072046109510085,678,0.45427728613569324,-6.567846607669617,-0.7479002490797662
50,1.65,4.0,0.08,299,0.49498327759197325,6.5250836120401345,540,0.42962962962962964,-8.038888888888891,-0.7569026384243784
70,1.5,3.0,0.0,273,0.5311355311355311,4.161172161172163,460,0.5,-5.682608695652172,-0.7607182672400046
100,1.65,3.0,0.08,106,0.5754716981132075,12.698113207547172,163,0.44171779141104295,-14.220858895705518,-0.7613728440791734
100,1.65,3.5,0.08,106,0.5754716981132075,12.698113207547172,163,0.44171779141104295,-14.220858895705518,-0.7613728440791734
40,1.65,4.0,0.1,321,0.48598130841121495,6.766355140186911,595,0.42016806722689076,-8.292436974789924,-0.7630409173015065
120,1.75,2.5,0.08,38,0.631578947368421,22.684210526315788,47,0.3829787234042553,-24.234042553191486,-0.7749160134378492
120,1.75,2.5,0.03,38,0.631578947368421,22.684210526315788,47,0.3829787234042553,-24.234042553191486,-0.7749160134378492
120,1.75,2.5,0.05,38,0.631578947368421,22.684210526315788,47,0.3829787234042553,-24.234042553191486,-0.7749160134378492
50,1.75,3.5,0.1,252,0.4722222222222222,5.904761904761905,450,0.4177777777777778,-7.4799999999999995,-0.7876190476190472
50,1.65,3.5,0.03,314,0.5031847133757962,6.30891719745223,552,0.4365942028985507,-7.89311594202899,-0.79209937228838
40,1.5,4.0,0.08,354,0.4915254237288136,5.112994350282484,691,0.45007235890014474,-6.719247467438495,-0.8031265585780054
100,1.75,4.0,0.03,87,0.5402298850574713,10.54022988505747,127,0.4330708661417323,-12.157480314960626,-0.8086252149515785
100,1.75,4.0,0.05,87,0.5402298850574713,10.54022988505747,127,0.4330708661417323,-12.157480314960626,-0.8086252149515785
70,1.75,4.0,0.05,197,0.49746192893401014,8.045685279187818,308,0.42207792207792205,-9.71753246753247,-0.8359235941723258
60,1.65,2.8,0.05,242,0.5247933884297521,7.801652892561983,396,0.44696969696969696,-9.474747474747485,-0.8365472910927507
70,1.65,3.5,0.05,232,0.5172413793103449,7.685344827586209,361,0.4404432132963989,-9.38227146814405,-0.8484633202789209
70,1.65,3.5,0.1,216,0.5138888888888888,8.143518518518523,347,0.43515850144092216,-9.878962536023062,-0.8677220087522697
80,1.5,3.5,0.05,219,0.5388127853881278,5.808219178082192,353,0.48725212464589235,-7.594900849858358,-0.893340835888083
100,1.75,2.5,0.0,85,0.5411764705882353,8.4,118,0.4491525423728814,-10.203389830508472,-0.901694915254236
50,1.65,3.5,0.1,288,0.4930555555555556,6.135416666666668,513,0.43079922027290446,-7.957115009746593,-0.9108491715399625
70,1.65,3.5,0.0,239,0.5146443514644351,6.69874476987448,375,0.448,-8.626666666666672,-0.963960948396096
60,1.65,3.0,0.08,243,0.51440329218107,7.308641975308645,407,0.4398034398034398,-9.343980343980347,-1.0176691843358507
50,1.5,2.8,0.0,339,0.5221238938053098,2.610619469026549,608,0.4967105263157895,-4.649671052631579,-1.019525791802515
100,1.5,3.0,0.0,144,0.5625,5.000000000000003,240,0.5208333333333334,-7.045833333333333,-1.0229166666666654
100,1.5,3.5,0.0,144,0.5625,5.000000000000003,240,0.5208333333333334,-7.045833333333333,-1.0229166666666654
70,1.75,4.0,0.08,192,0.4947916666666667,7.968750000000001,303,0.41914191419141916,-10.02640264026403,-1.0288263201320142
40,1.5,3.5,0.05,373,0.49865951742627346,4.080428954423592,704,0.4602272727272727,-6.143465909090908,-1.031518477333658
60,1.75,4.0,0.1,224,0.4732142857142857,7.205357142857145,380,0.4105263157894737,-9.321052631578954,-1.0578477443609047
100,1.75,4.0,0.0,89,0.5393258426966292,10.022471910112356,127,0.4330708661417323,-12.157480314960626,-1.0675042024241348
50,1.65,3.5,0.05,308,0.4967532467532468,5.62012987012987,538,0.4349442379182156,-7.7620817843866226,-1.0709759571283763
40,1.5,3.5,0.03,383,0.5039164490861618,4.396866840731072,730,0.46164383561643835,-6.543835616438358,-1.073484387853643
40,1.5,4.0,0.05,380,0.49473684210526314,4.136842105263157,717,0.4560669456066946,-6.297071129707112,-1.0801145122219773
60,1.5,2.5,0.1,223,0.5201793721973094,2.542600896860988,395,0.4962025316455696,-4.7215189873417724,-1.0894590452403923
50,1.65,4.0,0.03,318,0.5,6.166666666666668,563,0.43161634103019536,-8.360568383658972,-1.096950858496152
60,1.75,3.5,0.1,220,0.4772727272727273,7.427272727272731,373,0.4128686327077748,-9.630026809651483,-1.1013770411893757
60,1.65,3.0,0.1,236,0.5084745762711864,6.661016949152543,397,0.44080604534005036,-8.889168765743076,-1.1140759082952663
40,1.5,4.0,0.03,390,0.5,4.446153846153847,743,0.4576043068640646,-6.685060565275906,-1.1194533595610294
60,1.65,3.0,0.03,258,0.5193798449612403,7.166666666666666,425,0.4423529411764706,-9.44000000000001,-1.136666666666672
50,1.75,4.0,0.1,256,0.46875,5.734375000000002,461,0.4121475054229935,-8.06073752711497,-1.163181263557484
60,1.5,2.5,0.03,264,0.5340909090909091,2.4924242424242444,459,0.5076252723311547,-4.854030501089325,-1.1808031293325405
60,1.5,2.8,0.08,258,0.5232558139534884,5.550387596899228,461,0.4772234273318872,-7.939262472885036,-1.1944374379929044
70,1.5,3.5,0.08,248,0.5201612903225806,6.036290322580646,424,0.4693396226415094,-8.433962264150948,-1.1988359707851508
60,1.5,2.5,0.05,255,0.5294117647058824,2.2078431372549017,439,0.5056947608200456,-4.63097949886105,-1.2115681808030743
80,1.5,4.0,0.0,236,0.538135593220339,4.360169491525426,381,0.49868766404199477,-6.795275590551178,-1.2175530495128761
50,1.5,3.5,0.08,321,0.4984423676012461,4.376947040498446,605,0.45950413223140496,-6.813223140495869,-1.2181380499987116
50,1.65,4.0,0.1,292,0.4897260273972603,5.982876712328768,524,0.4255725190839695,-8.458015267175579,-1.2375692774234057
100,1.65,2.5,0.08,103,0.5728155339805825,10.36893203883495,154,0.45454545454545453,-12.844155844155841,-1.2376119026604453
100,1.65,4.0,0.08,107,0.5700934579439252,11.644859813084112,163,0.44171779141104295,-14.220858895705518,-1.287999541310703
80,1.5,4.0,0.03,227,0.5374449339207048,4.964757709251102,367,0.4904632152588556,-7.555858310626704,-1.2955503006878009
100,1.5,3.0,0.03,138,0.5579710144927537,4.8913043478260905,236,0.5169491525423728,-7.512711864406782,-1.3107037582903458
100,1.5,3.5,0.03,138,0.5579710144927537,4.8913043478260905,236,0.5169491525423728,-7.512711864406782,-1.3107037582903458
80,1.5,4.0,0.08,207,0.5314009661835749,5.700483091787439,338,0.47928994082840237,-8.349112426035504,-1.3243146671240322
60,1.65,2.8,0.0,254,0.5236220472440944,6.775590551181103,413,0.45036319612590797,-9.443099273607757,-1.3337543612133271
100,1.5,2.5,0.0,141,0.5602836879432624,3.134751773049646,231,0.5324675324675324,-5.848484848484845,-1.3568665377175995
50,1.65,4.0,0.05,312,0.4935897435897436,5.4839743589743595,549,0.42987249544626593,-8.244080145719494,-1.380052893372567
100,1.5,4.0,0.0,145,0.5586206896551724,4.2758620689655205,240,0.5208333333333334,-7.045833333333333,-1.3849856321839065
50,1.5,4.0,0.08,325,0.49538461538461537,4.2615384615384615,616,0.45454545454545453,-7.25974025974026,-1.4991008991008994
60,1.65,3.0,0.05,253,0.5138339920948617,6.58498023715415,416,0.43990384615384615,-9.58653846153847,-1.50077911219216
80,1.5,4.0,0.05,221,0.5339366515837104,4.8506787330316765,354,0.4858757062146893,-7.855932203389824,-1.5026267351790739
70,1.65,4.0,0.08,226,0.5132743362831859,7.358407079646022,357,0.4341736694677871,-10.36974789915967,-1.5056704097568239
50,1.65,3.5,0.0,324,0.49691358024691357,4.623456790123457,562,0.4395017793594306,-7.715302491103208,-1.5459228504898754
50,1.5,3.0,0.0,350,0.5142857142857142,1.8942857142857161,635,0.4881889763779528,-4.996850393700787,-1.5512823397075355
120,1.75,3.0,0.05,38,0.631578947368421,22.684210526315788,48,0.375,-25.812499999999993,-1.5641447368421026
120,1.75,3.5,0.05,38,0.631578947368421,22.684210526315788,48,0.375,-25.812499999999993,-1.5641447368421026
120,1.75,4.0,0.03,38,0.631578947368421,22.684210526315788,48,0.375,-25.812499999999993,-1.5641447368421026
120,1.75,3.0,0.08,38,0.631578947368421,22.684210526315788,48,0.375,-25.812499999999993,-1.5641447368421026
120,1.75,2.8,0.08,38,0.631578947368421,22.684210526315788,48,0.375,-25.812499999999993,-1.5641447368421026
120,1.75,2.8,0.05,38,0.631578947368421,22.684210526315788,48,0.375,-25.812499999999993,-1.5641447368421026
120,1.75,2.8,0.03,38,0.631578947368421,22.684210526315788,48,0.375,-25.812499999999993,-1.5641447368421026
120,1.75,3.5,0.03,38,0.631578947368421,22.684210526315788,48,0.375,-25.812499999999993,-1.5641447368421026
120,1.75,3.0,0.03,38,0.631578947368421,22.684210526315788,48,0.375,-25.812499999999993,-1.5641447368421026
120,1.75,3.5,0.08,38,0.631578947368421,22.684210526315788,48,0.375,-25.812499999999993,-1.5641447368421026
120,1.75,4.0,0.05,38,0.631578947368421,22.684210526315788,48,0.375,-25.812499999999993,-1.5641447368421026
120,1.75,4.0,0.08,38,0.631578947368421,22.684210526315788,48,0.375,-25.812499999999993,-1.5641447368421026
100,1.65,2.8,0.05,105,0.5714285714285714,10.02857142857143,164,0.45121951219512196,-13.25,-1.6107142857142849
100,1.5,3.0,0.08,128,0.5625,6.703125,219,0.4977168949771689,-9.945205479452056,-1.6210402397260282
100,1.5,3.5,0.08,128,0.5625,6.703125,219,0.4977168949771689,-9.945205479452056,-1.6210402397260282
40,1.5,3.5,0.1,337,0.4896142433234421,4.602373887240355,645,0.4418604651162791,-7.919379844961244,-1.6585029788604446
40,1.5,3.5,0.0,404,0.5024752475247525,3.064356435643564,760,0.46710526315789475,-6.394736842105264,-1.6651902032308499
60,1.65,4.0,0.08,265,0.4981132075471698,7.3622641509434,447,0.42058165548098436,-10.700223713646535,-1.6689797813515677
100,1.5,3.0,0.05,135,0.5555555555555556,4.851851851851852,231,0.5108225108225108,-8.19047619047619,-1.6693121693121689
100,1.5,3.5,0.05,135,0.5555555555555556,4.851851851851852,231,0.5108225108225108,-8.19047619047619,-1.6693121693121689
70,1.5,3.5,0.05,267,0.5205992509363296,4.7153558052434486,442,0.4751131221719457,-8.06561085972851,-1.6751275272425308
100,1.5,2.5,0.03,135,0.5555555555555556,2.9407407407407407,227,0.5286343612334802,-6.312775330396477,-1.686017294827868
100,1.5,4.0,0.03,139,0.5539568345323741,4.136690647482015,236,0.5169491525423728,-7.512711864406782,-1.6880106084623834
40,1.5,4.0,0.1,344,0.48546511627906974,4.654069767441857,658,0.4376899696048632,-8.051671732522799,-1.6988009825404706
40,1.5,4.0,0.0,411,0.49878345498783455,3.1338199513382,773,0.463130659767141,-6.532988357050451,-1.6995842028561254
60,1.65,3.5,0.08,261,0.5019157088122606,7.551724137931036,440,0.42272727272727273,-10.984090909090916,-1.7161833855799404
100,1.75,3.5,0.08,85,0.5411764705882353,10.964705882352941,124,0.41935483870967744,-14.427419354838708,-1.7313567362428834
100,1.75,3.0,0.08,85,0.5411764705882353,10.964705882352941,124,0.41935483870967744,-14.427419354838708,-1.7313567362428834
60,1.5,2.8,0.1,248,0.5161290322580645,4.931451612903228,437,0.4691075514874142,-8.4233409610984,-1.7459446740975864
60,1.65,4.0,0.03,280,0.5035714285714286,7.22857142857143,465,0.4236559139784946,-10.73548387096775,-1.7534562211981597
60,1.5,2.8,0.03,289,0.5294117647058824,4.546712802768167,501,0.48303393213572854,-8.071856287425152,-1.7625717423284928
70,1.65,4.0,0.03,238,0.5126050420168067,6.411764705882356,373,0.43967828418230565,-9.949061662198396,-1.76864847815802
60,1.65,4.0,0.1,258,0.49224806201550386,6.771317829457366,437,0.42105263157894735,-10.318077803203666,-1.7733799868731501
60,1.5,3.0,0.08,269,0.5130111524163569,4.498141263940522,481,0.4698544698544699,-8.0997920997921,-1.8008254179257892
60,1.65,3.5,0.03,276,0.5072463768115942,7.405797101449278,458,0.425764192139738,-11.008733624454157,-1.8014682615024395
100,1.65,2.8,0.0,109,0.5688073394495413,9.155963302752294,165,0.45454545454545453,-12.763636363636364,-1.8038365304420347
50,1.5,3.5,0.03,356,0.5056179775280899,3.4382022471910143,651,0.46543778801843316,-7.067588325652843,-1.8146930392309144
60,1.65,3.5,0.1,254,0.49606299212598426,6.956692913385829,430,0.4232558139534884,-10.602325581395357,-1.8228163340047643
60,1.5,2.8,0.05,280,0.525,4.353571428571431,481,0.4802494802494803,-8.002079002079004,-1.8242537867537862
50,1.65,4.0,0.0,328,0.49390243902439024,4.506097560975613,573,0.43455497382198954,-8.178010471204193,-1.8359564551142897
100,1.65,2.8,0.03,107,0.5700934579439252,9.560747663551403,164,0.45121951219512196,-13.25,-1.8446261682242984
70,1.5,3.5,0.03,274,0.5218978102189781,4.430656934306572,462,0.47835497835497837,-8.138528138528141,-1.8539356021107847
50,1.5,3.5,0.05,346,0.5,3.069364161849712,626,0.46325878594249204,-6.787539936102238,-1.859087887126263
80,1.5,3.5,0.1,199,0.5276381909547738,5.6733668341708565,321,0.4672897196261682,-9.464174454828665,-1.8954038103289044
70,1.65,4.0,0.05,235,0.5106382978723404,6.310638297872344,364,0.4368131868131868,-10.129120879120885,-1.9092412906242706
60,1.65,3.0,0.0,265,0.5132075471698113,5.656603773584905,433,0.44341801385681295,-9.551963048498854,-1.9476796374569743
70,1.65,4.0,0.0,242,0.5082644628099173,5.3760330578512425,378,0.4444444444444444,-9.351851851851855,-1.987909397000306
70,1.65,4.0,0.1,219,0.5068493150684932,6.662100456621009,350,0.43142857142857144,-10.651428571428575,-1.9946640574037828
50,1.5,3.5,0.1,311,0.4919614147909968,3.8456591639871385,575,0.44869565217391305,-7.840000000000005,-1.9971704180064334
70,1.75,4.0,0.1,187,0.48663101604278075,6.946524064171124,300,0.41333333333333333,-10.970000000000006,-2.011737967914441
100,1.5,4.0,0.08,129,0.5581395348837209,5.875968992248066,219,0.4977168949771689,-9.945205479452056,-2.034618243601995
100,1.5,4.0,0.05,136,0.5514705882352942,4.080882352941178,231,0.5108225108225108,-8.19047619047619,-2.0547969187675057
100,1.5,2.5,0.08,125,0.56,4.6400000000000015,210,0.5095238095238095,-8.752380952380957,-2.0561904761904777
50,1.5,4.0,0.03,360,0.5027777777777778,3.344444444444447,662,0.4607250755287009,-7.478851963746227,-2.06720375965089
100,1.5,2.5,0.05,132,0.553030303030303,2.8560606060606064,222,0.5225225225225225,-6.990990990990989,-2.0674651924651912
60,1.5,2.5,0.0,279,0.5268817204301075,0.48387096774193644,480,0.5125,-4.677083333333333,-2.096606182795698
60,1.65,4.0,0.05,275,0.49818181818181817,6.694545454545457,456,0.42105263157894735,-10.894736842105267,-2.100095693779905
50,1.5,4.0,0.05,350,0.49714285714285716,2.97714285714286,637,0.45839874411302983,-7.219780219780221,-2.12131868131868
70,1.5,4.0,0.08,251,0.5139442231075697,4.768924302788846,427,0.46604215456674475,-9.077283372365343,-2.154179534788249
60,1.65,3.5,0.05,271,0.5018450184501845,6.867158671586719,449,0.42316258351893093,-11.175946547884193,-2.1543939381487367
120,1.65,2.5,0.1,46,0.6304347826086957,18.5,70,0.4142857142857143,-22.857142857142858,-2.178571428571429
70,1.5,3.5,0.1,239,0.5104602510460251,4.970711297071129,404,0.45792079207920794,-9.492574257425748,-2.2609314801773093
70,1.5,3.5,0.0,286,0.5174825174825175,2.853146853146854,479,0.48643006263048016,-7.377870563674321,-2.262361855263734
100,2.0,2.8,0.1,42,0.5,9.476190476190476,62,0.3870967741935484,-14.032258064516128,-2.278033794162826
100,2.0,2.8,0.08,42,0.5,9.476190476190476,62,0.3870967741935484,-14.032258064516128,-2.278033794162826
100,2.0,2.8,0.05,42,0.5,9.476190476190476,62,0.3870967741935484,-14.032258064516128,-2.278033794162826
100,2.0,2.8,0.03,42,0.5,9.476190476190476,62,0.3870967741935484,-14.032258064516128,-2.278033794162826
100,2.0,2.8,0.0,42,0.5,9.476190476190476,62,0.3870967741935484,-14.032258064516128,-2.278033794162826
50,1.5,4.0,0.1,315,0.4888888888888889,3.733333333333335,586,0.44368600682593856,-8.290102389078498,-2.2783845278725816
60,1.5,3.0,0.03,300,0.52,3.6399999999999997,521,0.4760076775431862,-8.214971209213054,-2.2874856046065273
60,1.5,4.0,0.08,291,0.49828178694158076,4.759450171821307,521,0.4510556621880998,-9.35892514395394,-2.2997374860663164
100,1.75,2.5,0.08,82,0.5365853658536586,7.975609756097561,115,0.43478260869565216,-12.599999999999993,-2.312195121951216
60,1.5,3.5,0.08,287,0.5017421602787456,4.895470383275262,514,0.45330739299610895,-9.583657587548643,-2.3440936021366907
120,1.75,2.5,0.0,39,0.6153846153846154,19.538461538461537,47,0.3829787234042553,-24.234042553191486,-2.3477905073649747
60,1.5,3.0,0.1,259,0.5057915057915058,3.864864864864866,457,0.4617067833698031,-8.571115973741799,-2.3531255544384666
100,1.5,2.8,0.0,142,0.5563380281690141,2.4084507042253533,237,0.5232067510548524,-7.135021097046414,-2.36328519641053
60,1.5,3.0,0.05,291,0.5154639175257731,3.4261168384879728,501,0.47305389221556887,-8.153692614770462,-2.3637878881412444
100,1.75,4.0,0.08,86,0.5348837209302325,9.674418604651164,124,0.41935483870967744,-14.427419354838708,-2.376500375093772
100,1.65,3.0,0.1,103,0.5631067961165048,10.679611650485436,159,0.4339622641509434,-15.477987421383647,-2.3991878854491056
100,1.65,3.5,0.1,103,0.5631067961165048,10.679611650485436,159,0.4339622641509434,-15.477987421383647,-2.3991878854491056
