ws_gap,odds_min,odds_max,ev_min,f1_n,f1_wr,f1_roi,f2_n,f2_wr,f2_roi,avg_roi
50,2.2,3.0,0.1,111,0.46846846846846846,14.441441441441437,189,0.3968253968253968,-1.8148148148148149,6.313313313313311
90,1.75,2.8,0.05,112,0.5625,15.749999999999996,167,0.47305389221556887,-3.1437125748502983,6.303143712574849
90,1.75,2.8,0.0,114,0.5614035087719298,15.25438596491228,168,0.47619047619047616,-2.6488095238095224,6.302788220551379
70,1.75,2.5,0.05,155,0.5483870967741935,13.354838709677425,240,0.48333333333333334,-0.7625000000000006,6.296169354838712
80,1.75,2.5,0.1,126,0.5555555555555556,15.349206349206343,191,0.4712041884816754,-2.7748691099476455,6.287168619629348
90,1.75,2.5,0.08,107,0.5607476635514018,14.663551401869157,157,0.47770700636942676,-2.101910828025475,6.280820286921841
90,1.75,3.5,0.03,118,0.5508474576271186,14.76271186440678,177,0.4689265536723164,-2.288135593220338,6.2372881355932215
70,1.75,2.5,0.08,150,0.5466666666666666,13.43333333333333,235,0.4808510638297872,-0.9702127659574455,6.2315602836879425
90,1.75,3.5,0.0,120,0.55,14.308333333333334,177,0.4689265536723164,-2.288135593220338,6.010098870056497
90,1.75,3.5,0.05,118,0.5508474576271186,14.76271186440678,176,0.4659090909090909,-2.7556818181818157,6.003515023112483
80,1.75,2.8,0.03,144,0.5486111111111112,15.173611111111104,216,0.4675925925925926,-3.2870370370370354,5.9432870370370345
90,1.65,3.0,0.05,141,0.5886524822695035,17.382978723404257,215,0.4744186046511628,-5.530232558139536,5.92637308263236
90,1.65,3.0,0.03,143,0.5874125874125874,16.930069930069934,216,0.47685185185185186,-5.134259259259257,5.897905335405339
90,1.65,3.0,0.0,145,0.5862068965517241,16.52413793103448,217,0.4792626728110599,-4.80184331797235,5.861147306531066
80,1.75,3.0,0.03,149,0.5436241610738255,15.18791946308725,223,0.4618834080717489,-3.632286995515695,5.777816233785777
80,1.75,2.8,0.05,144,0.5486111111111112,15.173611111111104,213,0.4647887323943662,-3.6291079812206584,5.772251564945223
70,2.0,3.0,0.1,115,0.4956521739130435,15.11304347826087,180,0.4222222222222222,-3.5944444444444468,5.759299516908212
70,2.0,3.0,0.0,115,0.4956521739130435,15.11304347826087,180,0.4222222222222222,-3.5944444444444468,5.759299516908212
70,2.0,3.0,0.03,115,0.4956521739130435,15.11304347826087,180,0.4222222222222222,-3.5944444444444468,5.759299516908212
70,2.0,3.0,0.05,115,0.4956521739130435,15.11304347826087,180,0.4222222222222222,-3.5944444444444468,5.759299516908212
70,2.0,3.0,0.08,115,0.4956521739130435,15.11304347826087,180,0.4222222222222222,-3.5944444444444468,5.759299516908212
90,1.75,4.0,0.03,119,0.5462184873949579,13.798319327731093,177,0.4689265536723164,-2.288135593220338,5.755091867255377
80,1.75,2.8,0.0,146,0.547945205479452,14.794520547945202,216,0.4675925925925926,-3.2870370370370354,5.753741755454083
80,1.65,2.5,0.03,165,0.5818181818181818,14.927272727272728,246,0.4878048780487805,-3.5365853658536563,5.695343680709536
40,2.0,2.8,0.05,159,0.49056603773584906,12.861635220125784,301,0.4318936877076412,-1.5514950166112969,5.655070101757244
40,2.0,2.8,0.03,159,0.49056603773584906,12.861635220125784,301,0.4318936877076412,-1.5514950166112969,5.655070101757244
40,2.0,2.8,0.0,159,0.49056603773584906,12.861635220125784,301,0.4318936877076412,-1.5514950166112969,5.655070101757244
60,2.0,2.8,0.0,126,0.5,15.952380952380949,206,0.4223300970873786,-4.684466019417478,5.633957466481736
60,2.0,2.8,0.03,126,0.5,15.952380952380949,206,0.4223300970873786,-4.684466019417478,5.633957466481736
60,2.0,2.8,0.05,126,0.5,15.952380952380949,206,0.4223300970873786,-4.684466019417478,5.633957466481736
60,2.0,2.8,0.08,126,0.5,15.952380952380949,206,0.4223300970873786,-4.684466019417478,5.633957466481736
60,2.0,2.8,0.1,126,0.5,15.952380952380949,206,0.4223300970873786,-4.684466019417478,5.633957466481736
80,1.65,2.5,0.0,167,0.5808383233532934,14.598802395209576,249,0.4899598393574297,-3.3574297188755007,5.6206863381670376
80,1.75,3.0,0.05,149,0.5436241610738255,15.18791946308725,220,0.4590909090909091,-3.968181818181819,5.609868822452715
90,1.65,2.5,0.05,134,0.5895522388059702,15.395522388059696,203,0.4876847290640394,-4.182266009852217,5.6066281891037395
80,1.65,2.5,0.08,158,0.5822784810126582,15.632911392405058,237,0.4810126582278481,-4.43459915611814,5.599156118143458
40,2.2,2.8,0.03,110,0.4818181818181818,15.818181818181817,193,0.39378238341968913,-4.621761658031087,5.598210080075365
40,2.2,2.8,0.0,110,0.4818181818181818,15.818181818181817,193,0.39378238341968913,-4.621761658031087,5.598210080075365
40,2.2,2.8,0.1,110,0.4818181818181818,15.818181818181817,193,0.39378238341968913,-4.621761658031087,5.598210080075365
40,2.2,2.8,0.05,110,0.4818181818181818,15.818181818181817,193,0.39378238341968913,-4.621761658031087,5.598210080075365
40,2.2,2.8,0.08,110,0.4818181818181818,15.818181818181817,193,0.39378238341968913,-4.621761658031087,5.598210080075365
80,1.75,3.0,0.0,151,0.543046357615894,14.82119205298013,223,0.4618834080717489,-3.632286995515695,5.5944525287322175
90,1.65,2.5,0.03,136,0.5882352941176471,14.948529411764703,204,0.49019607843137253,-3.769607843137255,5.589460784313724
90,1.65,2.5,0.0,138,0.5869565217391305,14.550724637681157,205,0.4926829268292683,-3.4243902439024367,5.56316719688936
90,1.65,3.0,0.08,138,0.5869565217391305,17.398550724637676,211,0.46919431279620855,-6.322274881516588,5.538137921560544
90,1.75,4.0,0.0,121,0.5454545454545454,13.363636363636367,177,0.4689265536723164,-2.288135593220338,5.537750385208014
90,1.75,4.0,0.05,119,0.5462184873949579,13.798319327731093,176,0.4659090909090909,-2.7556818181818157,5.521318754774638
80,1.65,2.5,0.05,162,0.5802469135802469,14.938271604938267,242,0.4834710743801653,-4.157024793388429,5.390623405774919
90,1.75,2.8,0.08,111,0.5585585585585585,15.126126126126122,164,0.4634146341463415,-4.695121951219513,5.215502087453304
90,1.75,3.0,0.1,111,0.5495495495495496,15.414414414414418,167,0.4550898203592814,-5.02994011976048,5.192237147326969
90,1.65,2.5,0.08,131,0.5877862595419847,15.366412213740457,199,0.4824120603015075,-4.9949748743718585,5.185718669684299
40,2.0,2.8,0.08,158,0.4873417721518987,12.278481012658226,300,0.43,-1.9233333333333325,5.177573839662447
80,1.75,2.8,0.08,143,0.5454545454545454,14.685314685314681,209,0.45933014354066987,-4.392344497607658,5.146485093853512
70,1.75,2.5,0.1,145,0.5379310344827586,12.30344827586207,232,0.47413793103448276,-2.0732758620689657,5.115086206896552
60,2.2,3.0,0.03,98,0.47959183673469385,17.47959183673469,146,0.3767123287671233,-7.472602739726026,5.0034945485043325
60,2.2,3.0,0.1,98,0.47959183673469385,17.47959183673469,146,0.3767123287671233,-7.472602739726026,5.0034945485043325
60,2.2,3.0,0.0,98,0.47959183673469385,17.47959183673469,146,0.3767123287671233,-7.472602739726026,5.0034945485043325
60,2.2,3.0,0.08,98,0.47959183673469385,17.47959183673469,146,0.3767123287671233,-7.472602739726026,5.0034945485043325
60,2.2,3.0,0.05,98,0.47959183673469385,17.47959183673469,146,0.3767123287671233,-7.472602739726026,5.0034945485043325
80,1.75,3.0,0.08,148,0.5405405405405406,14.716216216216216,216,0.4537037037037037,-4.7129629629629655,5.001626626626625
80,1.65,2.5,0.1,154,0.577922077922078,15.090909090909085,233,0.47639484978540775,-5.124463519313305,4.98322278579789
90,1.75,3.5,0.08,117,0.5470085470085471,14.162393162393164,173,0.45664739884393063,-4.21965317919075,4.971369991601207
50,2.0,3.0,0.08,155,0.4774193548387097,11.599999999999998,284,0.4225352112676056,-1.6830985915492969,4.958450704225351
50,2.0,3.0,0.0,155,0.4774193548387097,11.599999999999998,284,0.4225352112676056,-1.6830985915492969,4.958450704225351
50,2.0,3.0,0.05,155,0.4774193548387097,11.599999999999998,284,0.4225352112676056,-1.6830985915492969,4.958450704225351
50,2.0,3.0,0.03,155,0.4774193548387097,11.599999999999998,284,0.4225352112676056,-1.6830985915492969,4.958450704225351
40,1.75,2.5,0.05,212,0.5235849056603774,8.51415094339623,392,0.4897959183673469,1.3188775510204067,4.916514247208318
90,1.65,3.0,0.1,134,0.582089552238806,16.828358208955223,207,0.463768115942029,-7.135265700483094,4.846546254236064
90,1.65,2.8,0.05,138,0.5869565217391305,15.746376811594203,210,0.47619047619047616,-6.138095238095239,4.804140786749482
40,2.0,2.8,0.1,158,0.4873417721518987,12.278481012658226,298,0.4261744966442953,-2.6744966442953024,4.8019921841814615
90,1.65,2.8,0.03,140,0.5857142857142857,15.30714285714286,211,0.4786729857819905,-5.729857819905216,4.788642518618822
90,1.65,2.8,0.0,142,0.5845070422535211,14.915492957746482,212,0.4811320754716981,-5.38679245283019,4.764350252458145
40,2.0,3.0,0.0,173,0.4797687861271676,12.271676300578035,332,0.4186746987951807,-2.7500000000000013,4.7608381502890165
40,2.0,3.0,0.03,173,0.4797687861271676,12.271676300578035,332,0.4186746987951807,-2.7500000000000013,4.7608381502890165
40,2.0,3.0,0.05,173,0.4797687861271676,12.271676300578035,332,0.4186746987951807,-2.7500000000000013,4.7608381502890165
90,1.75,2.5,0.1,104,0.5480769230769231,12.721153846153847,155,0.47096774193548385,-3.2258064516129044,4.747673697270471
40,1.75,2.5,0.03,213,0.5258215962441315,8.826291079812206,400,0.4875,0.6374999999999984,4.731895539906102
100,2.2,2.8,0.08,22,0.5,14.681818181818185,30,0.4,-5.333333333333334,4.674242424242426
100,2.2,2.8,0.03,22,0.5,14.681818181818185,30,0.4,-5.333333333333334,4.674242424242426
100,2.2,2.8,0.05,22,0.5,14.681818181818185,30,0.4,-5.333333333333334,4.674242424242426
100,2.2,2.8,0.1,22,0.5,14.681818181818185,30,0.4,-5.333333333333334,4.674242424242426
100,2.2,2.8,0.0,22,0.5,14.681818181818185,30,0.4,-5.333333333333334,4.674242424242426
40,1.75,2.5,0.08,205,0.5219512195121951,8.512195121951219,381,0.48556430446194226,0.8320209973753271,4.672108059663273
90,1.65,3.5,0.05,144,0.5763888888888888,14.9375,219,0.4703196347031963,-5.703196347031965,4.617151826484017
90,1.65,3.5,0.03,146,0.5753424657534246,14.527397260273975,220,0.4727272727272727,-5.313636363636367,4.606880448318805
90,1.65,3.5,0.0,148,0.5743243243243243,14.16216216216216,221,0.4751131221719457,-4.986425339366517,4.587868411397821
50,2.0,3.0,0.1,155,0.4774193548387097,11.599999999999998,282,0.41843971631205673,-2.4751773049645385,4.562411347517729
50,1.75,2.5,0.08,192,0.5208333333333334,8.38541666666667,337,0.486646884272997,0.738872403560831,4.562144535113751
90,1.75,4.0,0.08,118,0.5423728813559322,13.194915254237289,173,0.45664739884393063,-4.21965317919075,4.487631037523269
90,1.65,2.5,0.1,127,0.5826771653543307,14.700787401574802,195,0.47692307692307695,-5.8307692307692305,4.435009085402786
90,1.65,2.8,0.08,135,0.5851851851851851,15.725925925925926,206,0.470873786407767,-6.9611650485436884,4.3823804386911185
40,2.2,3.0,0.1,124,0.46774193548387094,14.661290322580642,224,0.3794642857142857,-5.973214285714288,4.344038018433177
40,2.2,3.0,0.08,124,0.46774193548387094,14.661290322580642,224,0.3794642857142857,-5.973214285714288,4.344038018433177
40,2.2,3.0,0.05,124,0.46774193548387094,14.661290322580642,224,0.3794642857142857,-5.973214285714288,4.344038018433177
40,2.2,3.0,0.03,124,0.46774193548387094,14.661290322580642,224,0.3794642857142857,-5.973214285714288,4.344038018433177
40,2.2,3.0,0.0,124,0.46774193548387094,14.661290322580642,224,0.3794642857142857,-5.973214285714288,4.344038018433177
40,2.0,3.0,0.08,172,0.47674418604651164,11.732558139534884,331,0.4169184290030212,-3.090634441087614,4.320961849223635
70,1.65,2.5,0.08,184,0.5597826086956522,11.673913043478262,289,0.48788927335640137,-3.0865051903114185,4.293703926583421
40,1.75,2.5,0.0,219,0.5251141552511416,8.242009132420094,405,0.48641975308641977,0.2592592592592587,4.250634195839677
50,1.75,2.5,0.05,198,0.5202020202020202,7.904040404040407,343,0.4868804664723032,0.5655976676384833,4.234819035839445
90,1.65,4.0,0.05,145,0.5724137931034483,14.144827586206892,219,0.4703196347031963,-5.703196347031965,4.220815619587464
90,1.65,4.0,0.03,147,0.5714285714285714,13.748299319727888,220,0.4727272727272727,-5.313636363636367,4.217331478045761
90,1.65,3.5,0.08,141,0.574468085106383,14.900709219858157,215,0.46511627906976744,-6.483720930232558,4.2084941448128
90,1.65,4.0,0.0,149,0.5704697986577181,13.395973154362409,221,0.4751131221719457,-4.986425339366517,4.204773907497946
50,1.75,2.5,0.03,199,0.5226130653266332,8.241206030150757,350,0.4857142857142857,0.09142857142857214,4.166317300789665
80,1.75,2.8,0.1,140,0.5357142857142857,13.242857142857142,207,0.45410628019323673,-5.256038647342999,3.9934092477570715
40,2.0,3.0,0.1,172,0.47674418604651164,11.732558139534884,329,0.4133738601823708,-3.778115501519758,3.977221319007563
80,1.65,2.8,0.03,179,0.5642458100558659,13.312849162011167,262,0.4732824427480916,-5.45038167938931,3.9312337413109284
80,1.75,3.0,0.1,145,0.5310344827586206,13.324137931034482,214,0.4485981308411215,-5.551401869158879,3.8863680309378013
80,1.65,2.8,0.0,181,0.56353591160221,13.027624309392264,265,0.47547169811320755,-5.260377358490564,3.88362347545085
60,2.0,3.0,0.0,137,0.48175182481751827,13.051094890510948,226,0.41150442477876104,-5.314159292035397,3.8684677992377754
60,2.0,3.0,0.1,137,0.48175182481751827,13.051094890510948,226,0.41150442477876104,-5.314159292035397,3.8684677992377754
60,2.0,3.0,0.08,137,0.48175182481751827,13.051094890510948,226,0.41150442477876104,-5.314159292035397,3.8684677992377754
60,2.0,3.0,0.05,137,0.48175182481751827,13.051094890510948,226,0.41150442477876104,-5.314159292035397,3.8684677992377754
60,2.0,3.0,0.03,137,0.48175182481751827,13.051094890510948,226,0.41150442477876104,-5.314159292035397,3.8684677992377754
70,1.65,2.5,0.1,177,0.5536723163841808,10.983050847457626,282,0.4858156028368794,-3.2553191489361706,3.863865849260728
80,1.65,3.0,0.03,184,0.5597826086956522,13.375,269,0.4684014869888476,-5.680297397769516,3.847351301115242
90,1.65,4.0,0.08,142,0.5704225352112676,14.091549295774644,215,0.46511627906976744,-6.483720930232558,3.8039141827710434
80,1.65,3.0,0.0,186,0.5591397849462365,13.096774193548388,272,0.47058823529411764,-5.492647058823528,3.80206356736243
50,1.75,2.5,0.0,204,0.5196078431372549,7.303921568627452,353,0.48725212464589235,0.23229461756373807,3.768108093095595
80,1.65,2.8,0.08,172,0.563953488372093,13.895348837209298,253,0.466403162055336,-6.359683794466401,3.7678325213714485
90,1.75,2.8,0.1,108,0.5462962962962963,13.26851851851852,162,0.4567901234567901,-5.8024691358024665,3.733024691358027
80,1.65,3.0,0.08,177,0.559322033898305,13.94350282485875,260,0.46153846153846156,-6.573076923076923,3.685212950890914
90,1.5,3.0,0.08,160,0.575,11.956249999999995,269,0.5092936802973977,-4.624535315985128,3.665857342007434
70,1.65,2.5,0.03,196,0.5561224489795918,10.26020408163265,305,0.4918032786885246,-2.954098360655738,3.6530528604884562
90,1.65,2.8,0.1,131,0.5801526717557252,15.091603053435106,202,0.46534653465346537,-7.806930693069308,3.642336180182899
70,1.65,2.5,0.05,193,0.5544041450777202,10.196891191709842,296,0.48986486486486486,-2.9628378378378386,3.6170266769360016
80,1.65,2.8,0.05,176,0.5625,13.295454545454538,258,0.4689922480620155,-6.062015503875968,3.616719520789285
90,1.5,3.0,0.05,172,0.5755813953488372,10.715116279069772,283,0.519434628975265,-3.544169611307419,3.5854733338811764
90,1.75,3.5,0.1,114,0.5350877192982456,12.377192982456144,171,0.4502923976608187,-5.263157894736841,3.5570175438596516
80,1.65,3.0,0.05,181,0.5580110497237569,13.359116022099446,265,0.4641509433962264,-6.2792452830188665,3.5399353695402898
90,1.65,3.5,0.1,137,0.5693430656934306,14.270072992700728,211,0.4597156398104265,-7.284360189573462,3.4928564015636328
50,1.75,2.5,0.1,187,0.5133689839572193,7.374331550802142,326,0.4785276073619632,-0.5184049079754603,3.427963321413341
70,1.75,2.8,0.0,175,0.5314285714285715,12.011428571428576,278,0.4568345323741007,-5.165467625899279,3.4229804727646487
70,1.75,2.8,0.03,173,0.5317919075144508,12.294797687861275,277,0.4548736462093863,-5.454873646209384,3.4199620208259454
70,1.75,2.8,0.05,173,0.5317919075144508,12.294797687861275,272,0.4522058823529412,-5.694852941176469,3.2999723733424027
70,1.65,2.5,0.0,200,0.55,8.930000000000003,310,0.4967741935483871,-2.338709677419354,3.2956451612903246
90,1.5,3.0,0.03,176,0.5738636363636364,10.017045454545457,291,0.5223367697594502,-3.450171821305841,3.283436816619808
40,1.75,2.5,0.1,200,0.515,7.570000000000002,367,0.47411444141689374,-1.0081743869209827,3.2809128065395097
90,1.5,2.5,0.08,153,0.5751633986928104,9.967320261437909,257,0.5214007782101168,-3.517509727626458,3.224905266905725
80,1.5,2.5,0.08,180,0.5722222222222222,11.01111111111111,304,0.5098684210526315,-4.61842105263158,3.196345029239765
80,2.0,3.5,0.03,99,0.47474747474747475,9.404040404040401,141,0.425531914893617,-3.0141843971631204,3.1949280034386405
80,2.0,3.5,0.1,99,0.47474747474747475,9.404040404040401,141,0.425531914893617,-3.0141843971631204,3.1949280034386405
80,2.0,3.5,0.08,99,0.47474747474747475,9.404040404040401,141,0.425531914893617,-3.0141843971631204,3.1949280034386405
80,2.0,3.5,0.05,99,0.47474747474747475,9.404040404040401,141,0.425531914893617,-3.0141843971631204,3.1949280034386405
80,2.0,3.5,0.0,99,0.47474747474747475,9.404040404040401,141,0.425531914893617,-3.0141843971631204,3.1949280034386405
90,1.5,2.5,0.05,165,0.5757575757575758,8.81818181818182,271,0.5313653136531366,-2.4464944649446463,3.185843676618587
50,1.75,2.8,0.08,222,0.509009009009009,9.171171171171173,393,0.4580152671755725,-2.8040712468193387,3.183549962175917
70,1.75,2.8,0.08,168,0.5297619047619048,12.333333333333336,267,0.449438202247191,-5.970037453183518,3.181647940074909
40,1.65,2.5,0.08,243,0.5390946502057613,8.218106995884769,452,0.48672566371681414,-1.887168141592922,3.1654694271459234
80,1.65,2.8,0.1,168,0.5595238095238095,13.357142857142854,249,0.46184738955823296,-7.036144578313253,3.1604991394148008
70,1.75,3.0,0.0,183,0.5245901639344263,11.912568306010932,292,0.4486301369863014,-5.684931506849317,3.1138183995808077
70,1.75,3.0,0.03,181,0.5248618784530387,12.182320441988955,291,0.44673539518900346,-5.962199312714776,3.1100605646370894
80,1.65,3.0,0.1,173,0.5549132947976878,13.42196531791907,256,0.45703125,-7.234374999999997,3.0937951589595367
90,1.5,3.0,0.0,184,0.5706521739130435,8.73913043478261,298,0.5302013422818792,-2.563758389261744,3.0876860227604324
90,1.65,4.0,0.1,138,0.5652173913043478,13.442028985507246,211,0.4597156398104265,-7.284360189573462,3.078834397966892
80,2.2,3.5,0.08,67,0.44776119402985076,8.671641791044776,85,0.4,-2.529411764705884,3.071115013169446
80,2.2,3.5,0.1,67,0.44776119402985076,8.671641791044776,85,0.4,-2.529411764705884,3.071115013169446
80,2.2,3.5,0.0,67,0.44776119402985076,8.671641791044776,85,0.4,-2.529411764705884,3.071115013169446
80,2.2,3.5,0.03,67,0.44776119402985076,8.671641791044776,85,0.4,-2.529411764705884,3.071115013169446
80,2.2,3.5,0.05,67,0.44776119402985076,8.671641791044776,85,0.4,-2.529411764705884,3.071115013169446
90,1.75,4.0,0.1,115,0.5304347826086957,11.400000000000004,171,0.4502923976608187,-5.263157894736841,3.0684210526315816
50,1.65,2.5,0.08,230,0.5391304347826087,8.095652173913043,405,0.4888888888888889,-1.960493827160494,3.0675791733762745
40,1.75,2.8,0.05,245,0.5102040816326531,8.922448979591838,458,0.4585152838427948,-2.8318777292576405,3.0452856251670988
70,1.75,3.0,0.05,181,0.5248618784530387,12.182320441988955,286,0.44405594405594406,-6.199300699300702,2.9915098713441264
40,1.75,2.8,0.03,246,0.5121951219512195,9.191056910569106,466,0.4570815450643777,-3.3454935622317596,2.9227816741686734
50,1.75,2.8,0.05,228,0.5087719298245614,8.73245614035088,399,0.45864661654135336,-2.899749373433587,2.9163533834586466
40,1.65,2.5,0.03,263,0.5437262357414449,8.030418250950568,481,0.4885654885654886,-2.2120582120582117,2.909180019446178
50,1.75,2.8,0.03,229,0.5109170305676856,9.021834061135374,406,0.458128078817734,-3.248768472906406,2.8865327941144843
60,1.75,2.5,0.03,177,0.519774011299435,7.717514124293786,295,0.47796610169491527,-1.9457627118644059,2.8858757062146903
90,1.5,2.5,0.03,169,0.5739644970414202,8.136094674556213,279,0.5340501792114696,-2.3799283154121853,2.8780831795720143
70,1.75,3.0,0.08,176,0.5227272727272727,12.215909090909092,281,0.4412811387900356,-6.469750889679717,2.8730791006146874
40,1.75,2.8,0.08,238,0.5084033613445378,8.932773109243698,447,0.4541387024608501,-3.348993288590605,2.7918899103265464
80,1.5,2.5,0.03,200,0.575,9.645000000000001,333,0.5195195195195195,-4.069069069069067,2.7879654654654673
40,1.65,2.5,0.05,257,0.5369649805447471,7.245136186770429,466,0.4892703862660944,-1.6802575107296138,2.7824393380204073
90,1.5,2.5,0.0,177,0.5706214689265536,6.892655367231641,286,0.541958041958042,-1.4825174825174818,2.7050689423570797
80,1.5,2.5,0.05,194,0.5721649484536082,9.65979381443299,320,0.515625,-4.2593749999999995,2.700209407216495
80,1.5,2.5,0.0,209,0.5741626794258373,8.760765550239237,347,0.5273775216138329,-3.374639769452447,2.693062890393395
90,1.5,2.8,0.08,157,0.5732484076433121,10.414012738853504,264,0.5113636363636364,-5.090909090909092,2.6615518239722062
90,1.5,2.8,0.05,169,0.5739644970414202,9.2603550295858,278,0.5215827338129496,-3.967625899280574,2.646364565152613
60,1.75,2.5,0.08,171,0.5146198830409356,7.228070175438598,284,0.4753521126760563,-1.9612676056338054,2.633401284902396
60,1.75,2.5,0.0,181,0.5193370165745856,7.2707182320442,297,0.4781144781144781,-2.016835016835018,2.626941607604591
60,1.75,2.5,0.05,176,0.5170454545454546,7.335227272727273,290,0.47586206896551725,-2.110344827586209,2.6124412225705322
40,1.75,3.0,0.05,259,0.5019305019305019,8.741312741312743,489,0.44785276073619634,-3.5644171779141134,2.588447781699315
50,1.65,2.5,0.1,223,0.5336322869955157,7.434977578475337,389,0.48586118251928023,-2.275064267352187,2.579956655561575
90,1.5,3.5,0.08,163,0.5644171779141104,9.895705521472394,273,0.5054945054945055,-4.776556776556776,2.559574372457809
90,1.5,3.5,0.05,175,0.5657142857142857,8.817142857142859,287,0.5156794425087108,-3.703832752613237,2.556655052264811
50,1.75,2.8,0.0,234,0.5085470085470085,8.188034188034187,409,0.45965770171149145,-3.1026894865525714,2.542672350740808
70,1.5,2.5,0.08,209,0.5550239234449761,8.047846889952156,359,0.5153203342618384,-2.9693593314763236,2.5392437792379163
90,1.5,3.0,0.1,154,0.564935064935065,10.79220779220779,255,0.4980392156862745,-5.725490196078433,2.5333587980646786
40,1.75,2.8,0.0,252,0.5119047619047619,8.674603174603176,471,0.4564755838641189,-3.628450106157112,2.5230765342230317
40,1.75,3.0,0.03,260,0.5038461538461538,8.996153846153845,497,0.44668008048289737,-4.0342052313883325,2.4809743073827564
50,1.65,2.5,0.03,249,0.5421686746987951,7.518072289156627,428,0.4883177570093458,-2.710280373831775,2.403895957662426
40,1.65,2.5,0.1,236,0.5338983050847458,7.597457627118639,433,0.48036951501154734,-2.8013856812933025,2.3980359729126683
90,1.5,2.8,0.03,173,0.5722543352601156,8.583815028901734,286,0.5244755244755245,-3.8601398601398578,2.361837584380938
40,1.75,3.0,0.08,252,0.5,8.746031746031745,478,0.4435146443514644,-4.0648535564853585,2.3405890947731933
60,2.2,3.5,0.1,116,0.45689655172413796,16.448275862068964,179,0.3463687150837989,-11.84916201117319,2.299556925447887
60,2.2,3.5,0.05,116,0.45689655172413796,16.448275862068964,179,0.3463687150837989,-11.84916201117319,2.299556925447887
60,2.2,3.5,0.03,116,0.45689655172413796,16.448275862068964,179,0.3463687150837989,-11.84916201117319,2.299556925447887
60,2.2,3.5,0.0,116,0.45689655172413796,16.448275862068964,179,0.3463687150837989,-11.84916201117319,2.299556925447887
60,2.2,3.5,0.08,116,0.45689655172413796,16.448275862068964,179,0.3463687150837989,-11.84916201117319,2.299556925447887
60,2.2,4.0,0.0,120,0.45,15.733333333333329,186,0.34408602150537637,-11.134408602150538,2.2994623655913955
60,2.2,4.0,0.03,120,0.45,15.733333333333329,186,0.34408602150537637,-11.134408602150538,2.2994623655913955
60,2.2,4.0,0.08,120,0.45,15.733333333333329,186,0.34408602150537637,-11.134408602150538,2.2994623655913955
60,2.2,4.0,0.1,120,0.45,15.733333333333329,186,0.34408602150537637,-11.134408602150538,2.2994623655913955
60,2.2,4.0,0.05,120,0.45,15.733333333333329,186,0.34408602150537637,-11.134408602150538,2.2994623655913955
90,1.5,3.5,0.03,179,0.5642458100558659,8.173184357541901,295,0.5186440677966102,-3.606779661016948,2.283202348262477
90,1.5,4.0,0.05,176,0.5625,8.198863636363637,287,0.5156794425087108,-3.703832752613237,2.2475154418752
90,1.5,4.0,0.08,164,0.5609756097560976,9.225609756097564,273,0.5054945054945055,-4.776556776556776,2.224526489770394
80,1.75,3.5,0.03,155,0.5225806451612903,10.729032258064517,233,0.44635193133047213,-6.309012875536481,2.2100096912640184
90,1.5,2.8,0.0,181,0.569060773480663,7.348066298342541,293,0.5324232081911263,-2.9488054607508527,2.199630418795844
50,1.75,2.8,0.1,217,0.5023041474654378,8.317972350230415,382,0.450261780104712,-3.97905759162304,2.1694573793036875
50,1.75,3.0,0.08,233,0.4978540772532189,7.785407725321888,420,0.44761904761904764,-3.4476190476190474,2.1688943388514206
50,1.65,2.5,0.05,243,0.5349794238683128,6.674897119341565,414,0.48792270531400966,-2.3647342995169067,2.155081409912329
70,1.75,2.8,0.1,163,0.5214723926380368,11.294478527607362,264,0.4431818181818182,-6.996212121212123,2.1491332031976196
90,1.5,3.5,0.0,187,0.5614973262032086,6.994652406417112,302,0.5264900662251656,-2.728476821192052,2.13308779261253
100,2.0,3.5,0.0,44,0.5227272727272727,17.636363636363633,65,0.38461538461538464,-13.384615384615383,2.125874125874125
100,2.0,3.0,0.1,44,0.5227272727272727,17.636363636363633,65,0.38461538461538464,-13.384615384615383,2.125874125874125
100,2.0,3.5,0.03,44,0.5227272727272727,17.636363636363633,65,0.38461538461538464,-13.384615384615383,2.125874125874125
100,2.0,3.5,0.08,44,0.5227272727272727,17.636363636363633,65,0.38461538461538464,-13.384615384615383,2.125874125874125
100,2.0,3.5,0.05,44,0.5227272727272727,17.636363636363633,65,0.38461538461538464,-13.384615384615383,2.125874125874125
100,2.0,3.0,0.0,44,0.5227272727272727,17.636363636363633,65,0.38461538461538464,-13.384615384615383,2.125874125874125
100,2.0,3.5,0.1,44,0.5227272727272727,17.636363636363633,65,0.38461538461538464,-13.384615384615383,2.125874125874125
100,2.0,3.0,0.03,44,0.5227272727272727,17.636363636363633,65,0.38461538461538464,-13.384615384615383,2.125874125874125
100,2.0,3.0,0.05,44,0.5227272727272727,17.636363636363633,65,0.38461538461538464,-13.384615384615383,2.125874125874125
100,2.0,3.0,0.08,44,0.5227272727272727,17.636363636363633,65,0.38461538461538464,-13.384615384615383,2.125874125874125
60,1.75,2.5,0.1,166,0.5060240963855421,6.054216867469879,278,0.4748201438848921,-1.8345323741007225,2.1098422466845785
40,1.75,3.0,0.0,266,0.5037593984962406,8.511278195488721,502,0.44621513944223107,-4.292828685258968,2.1092247551148766
60,2.0,3.5,0.08,155,0.4645161290322581,12.79354838709677,259,0.3861003861003861,-8.613899613899614,2.089824386598578
