w_inj,w_poss,w_xgr,w_elo_weak,odds_min,gap_min,N_all,N_F1,N_F2,WR_all_%,F1_ROI_%,F2_ROI_%,KellyF2_%,MaxDD_F2_%,Avg_ROI_%
10,0,3,10,1.75,80,586,120,182,49.0,14.6,-0.0,-3.6,53.9,7.3
3,3,5,8,1.75,80,586,120,182,49.0,14.3,0.3,-3.3,51.0,7.3
7,5,0,15,1.75,90,468,96,151,50.6,18.4,-3.9,-7.9,49.3,7.3
7,0,5,15,1.75,90,459,93,147,50.1,19.8,-5.2,-9.0,50.5,7.3
10,7,8,15,1.65,110,340,77,98,54.4,19.8,-5.1,-7.5,45.7,7.3
0,5,5,12,1.75,80,595,121,184,48.7,15.3,-0.8,-4.6,52.9,7.3
3,3,3,12,1.75,80,592,122,182,49.0,14.4,0.3,-3.3,51.0,7.3
3,7,3,12,1.75,80,603,122,189,48.8,14.4,0.2,-3.4,51.7,7.3
0,0,3,8,1.65,90,572,107,176,52.6,18.6,-4.0,-7.0,50.0,7.3
3,3,3,15,1.75,110,192,42,56,51.6,14.7,0.0,-2.2,38.9,7.3
10,0,5,10,1.65,80,729,144,221,51.0,14.2,0.4,-3.1,58.5,7.3
7,0,3,15,1.75,80,592,122,182,49.0,14.7,-0.0,-3.7,53.9,7.3
3,5,0,15,1.65,80,734,144,226,50.8,15.6,-1.0,-4.8,58.7,7.3
7,0,5,15,1.65,80,732,145,220,51.1,15.1,-0.4,-4.1,58.5,7.3
0,7,0,12,2.6,80,54,9,18,31.5,23.3,-8.8,-12.0,21.7,7.3
5,0,3,8,1.75,80,577,119,177,48.9,15.6,-1.1,-4.9,55.1,7.3
5,0,0,8,1.75,80,574,119,177,48.8,15.6,-1.1,-4.9,55.1,7.3
5,7,8,8,1.75,110,200,45,62,51.5,15.5,-0.8,-3.0,37.2,7.3
5,7,3,8,2.4,80,119,27,38,40.3,6.5,8.2,5.8,22.5,7.3
0,3,8,10,1.75,80,592,120,182,48.6,14.3,0.3,-3.3,51.0,7.3
7,5,0,15,1.75,110,198,44,60,52.0,14.5,0.1,-2.1,36.4,7.3
5,0,8,12,1.65,80,734,145,218,50.8,15.1,-0.6,-4.2,57.1,7.3
0,0,0,12,1.65,80,714,139,215,50.8,16.6,-2.1,-5.9,62.3,7.3
10,0,0,12,1.75,90,451,91,146,50.1,20.1,-5.6,-10.0,52.1,7.3
3,3,3,10,1.75,80,586,120,182,49.0,14.3,0.3,-3.3,51.0,7.3
0,7,3,10,2.6,80,53,9,18,30.2,23.3,-8.8,-12.0,21.7,7.3
5,0,0,15,1.65,80,724,144,217,50.8,15.9,-1.2,-4.9,59.3,7.3
5,0,0,10,1.65,80,716,142,215,50.8,15.8,-1.3,-5.0,59.6,7.3
5,0,8,15,1.65,80,735,145,218,50.7,15.1,-0.6,-4.2,57.1,7.3
3,0,3,10,1.65,110,276,54,77,54.3,16.8,-2.4,-4.4,41.7,7.2
3,5,5,8,1.75,80,589,120,185,48.9,14.3,0.0,-3.5,49.9,7.2
3,5,3,12,1.75,80,596,122,185,48.8,14.4,0.0,-3.5,49.9,7.2
3,10,5,12,1.65,80,753,145,236,50.9,14.8,-0.3,-3.9,56.0,7.2
5,0,0,8,1.75,90,439,88,140,50.3,19.4,-4.9,-8.8,48.7,7.2
0,10,3,15,1.75,80,607,120,195,48.6,16.3,-1.9,-6.0,53.7,7.2
0,10,5,12,1.75,80,611,121,196,48.8,15.3,-0.9,-4.9,53.7,7.2
0,0,0,8,1.75,80,568,115,177,48.8,15.5,-1.1,-4.9,55.1,7.2
0,0,3,8,1.75,80,571,115,177,48.9,15.5,-1.1,-4.9,55.1,7.2
7,7,0,10,1.65,90,598,114,188,52.7,18.2,-3.7,-7.0,52.4,7.2
3,5,5,15,1.65,110,307,63,86,54.1,19.9,-5.5,-7.5,45.7,7.2
5,7,3,10,1.65,110,309,66,89,54.4,16.9,-2.5,-4.6,41.6,7.2
5,0,0,10,1.75,90,441,88,140,50.3,19.4,-4.9,-8.8,48.7,7.2
7,7,0,8,1.65,90,596,114,188,52.7,18.2,-3.7,-7.0,52.4,7.2
3,5,5,15,1.65,80,741,145,227,50.9,14.8,-0.4,-4.1,56.4,7.2
7,7,8,8,1.65,110,314,66,93,54.5,16.9,-2.5,-4.8,42.6,7.2
5,5,0,10,1.65,90,589,112,184,52.6,18.3,-4.0,-7.3,52.8,7.2
10,0,5,8,1.65,90,589,113,185,52.1,20.6,-6.2,-9.8,58.8,7.2
3,10,0,15,1.65,80,747,144,235,50.6,15.6,-1.1,-4.9,56.1,7.2
0,10,0,10,1.65,110,306,63,89,54.2,19.0,-4.5,-7.0,40.6,7.2
3,5,0,10,1.65,90,589,112,184,52.6,18.3,-4.0,-7.3,52.8,7.2
5,5,0,8,1.65,90,587,112,184,52.6,18.3,-4.0,-7.3,52.8,7.2
0,5,8,8,1.75,80,591,119,184,48.6,15.3,-0.8,-4.6,52.9,7.2
10,0,5,10,1.65,90,592,113,185,52.2,20.6,-6.2,-9.8,58.8,7.2
0,0,5,15,1.65,110,286,58,76,53.8,20.7,-6.2,-8.7,44.6,7.2
7,0,5,8,1.75,80,583,120,180,49.1,14.6,-0.1,-3.7,54.2,7.2
7,7,5,8,1.65,110,312,66,93,54.2,16.9,-2.5,-4.8,42.6,7.2
3,3,0,10,1.75,80,582,120,180,48.8,14.3,0.0,-3.6,53.3,7.2
0,10,0,15,1.75,80,605,120,195,48.4,16.3,-1.9,-6.0,53.7,7.2
0,5,0,10,1.65,90,589,112,184,52.6,18.3,-4.0,-7.3,52.8,7.2
7,0,5,12,1.75,80,593,123,181,49.1,13.8,0.5,-2.9,52.0,7.2
3,5,0,8,1.65,90,587,112,184,52.6,18.3,-4.0,-7.3,52.8,7.2
3,3,0,12,1.65,110,285,57,82,54.0,17.3,-2.9,-5.0,43.4,7.2
5,5,0,15,1.75,110,195,44,58,51.8,14.5,-0.2,-2.3,36.7,7.2
7,0,3,8,1.75,90,444,90,142,50.2,19.2,-4.8,-8.6,48.6,7.2
0,10,3,12,1.75,80,607,120,195,48.6,16.3,-1.9,-6.0,53.7,7.2
3,0,5,10,1.65,110,278,54,77,54.0,16.8,-2.4,-4.4,41.7,7.2
10,7,0,10,1.75,90,471,93,158,50.5,17.8,-3.5,-7.8,51.5,7.2
3,5,3,10,1.75,80,590,120,185,48.8,14.3,0.0,-3.5,49.9,7.2
10,7,0,8,1.75,90,469,93,158,50.5,17.8,-3.5,-7.8,51.5,7.2
3,5,8,8,1.75,80,596,121,186,48.7,13.4,1.0,-2.3,49.9,7.2
3,10,0,10,1.65,80,738,142,233,50.7,15.6,-1.2,-5.0,56.3,7.2
3,3,5,15,1.75,80,597,123,183,48.9,13.5,0.9,-2.5,50.8,7.2
3,3,5,15,1.75,110,196,44,56,51.0,14.5,0.0,-2.2,38.9,7.2
0,0,5,8,1.65,90,579,108,180,52.3,19.4,-5.0,-8.0,53.9,7.2
0,7,5,10,1.65,110,303,63,85,53.8,19.0,-4.8,-7.2,44.2,7.1
7,3,8,15,1.65,110,317,66,91,54.3,17.8,-3.6,-5.6,43.8,7.1
7,0,0,8,1.65,90,575,111,176,52.5,19.4,-5.2,-8.3,54.1,7.1
0,5,0,15,1.75,80,589,120,184,48.6,16.3,-2.1,-6.3,57.2,7.1
3,10,5,15,1.65,80,755,146,237,50.9,14.0,0.2,-3.4,53.9,7.1
7,0,5,10,1.75,90,454,91,146,50.0,20.1,-6.0,-10.0,52.6,7.1
7,0,5,10,1.65,80,727,144,219,51.0,14.2,0.0,-3.5,56.7,7.1
0,3,0,15,1.75,110,183,40,53,51.4,20.4,-6.1,-8.8,43.6,7.1
0,7,3,12,1.65,110,301,63,85,54.2,19.0,-4.8,-7.2,44.2,7.1
7,0,5,8,1.75,90,451,91,146,49.9,20.1,-6.0,-10.0,52.6,7.1
10,0,8,8,1.75,90,460,91,151,50.2,20.1,-6.0,-10.6,54.1,7.1
7,0,0,10,1.65,90,577,111,176,52.5,19.4,-5.2,-8.3,54.1,7.1
0,7,5,12,1.65,110,304,63,85,53.9,19.0,-4.8,-7.2,44.2,7.1
10,0,8,10,1.75,90,462,91,151,50.2,20.1,-6.0,-10.6,54.1,7.1
10,0,3,12,1.75,80,593,122,183,48.9,14.7,-0.6,-4.3,55.7,7.1
0,7,3,10,1.65,110,301,63,85,54.2,19.0,-4.8,-7.2,44.2,7.1
10,0,5,12,1.75,90,459,91,151,49.9,20.1,-6.0,-10.4,54.1,7.1
10,0,3,15,1.75,80,593,122,183,48.9,14.7,-0.6,-4.3,55.7,7.1
0,7,0,8,1.65,110,287,58,82,54.0,19.7,-5.4,-7.9,44.8,7.1
5,5,3,15,1.75,110,200,46,58,52.0,14.3,-0.2,-2.3,36.7,7.1
10,0,0,15,1.75,90,455,93,146,50.3,19.8,-5.6,-10.0,52.1,7.1
10,0,0,15,1.75,80,591,122,183,48.7,14.7,-0.6,-4.3,55.7,7.1
7,5,8,15,1.65,110,319,66,91,54.5,17.8,-3.6,-5.6,43.8,7.1
5,10,5,10,1.75,80,612,124,197,48.7,14.5,-0.3,-4.0,51.3,7.1
3,3,5,10,1.65,110,293,59,83,53.9,16.4,-2.1,-4.1,43.4,7.1
3,3,5,10,1.65,80,730,144,221,51.0,14.0,0.1,-3.4,55.8,7.1
3,5,0,10,1.75,80,585,120,183,48.7,14.3,-0.2,-3.8,52.3,7.1
10,0,5,12,1.75,80,596,123,184,49.0,13.8,0.5,-3.1,55.7,7.1
5,7,0,10,1.65,110,301,63,87,54.2,16.3,-2.2,-4.2,41.6,7.1
10,0,5,15,1.75,80,596,123,184,49.0,13.8,0.5,-3.1,55.7,7.1
10,5,0,12,1.75,90,468,94,155,50.2,18.7,-4.7,-9.3,54.7,7.0
0,3,3,15,1.65,110,293,59,81,54.3,21.5,-7.4,-9.6,47.8,7.0
3,5,5,10,1.65,80,733,144,224,50.9,14.0,-0.0,-3.5,54.9,7.0
3,10,8,15,1.75,80,621,125,198,48.6,13.7,0.3,-3.3,51.3,7.0
0,0,0,10,1.65,80,709,138,214,50.8,15.7,-1.6,-5.5,60.7,7.0
5,5,3,8,1.65,110,295,61,85,54.9,16.1,-2.1,-4.0,43.4,7.0
0,10,8,12,1.75,110,207,46,63,51.7,16.6,-2.6,-5.1,37.0,7.0
0,5,8,15,1.75,80,600,121,185,48.5,15.3,-1.4,-5.4,54.8,7.0
7,7,0,12,1.75,110,199,44,63,51.8,13.1,1.0,-1.1,34.3,7.0
3,5,3,15,1.75,80,600,122,188,48.7,14.4,-0.4,-4.2,53.7,7.0
0,5,5,15,1.75,80,596,121,185,48.7,15.3,-1.4,-5.4,54.8,7.0
7,7,0,8,1.75,90,463,93,153,50.5,17.8,-3.7,-7.7,49.0,7.0
5,5,8,15,1.65,110,316,66,89,54.4,17.8,-3.9,-5.7,45.9,7.0
7,7,0,10,1.75,90,465,93,153,50.5,17.8,-3.7,-7.7,49.0,7.0
10,0,8,15,1.75,90,468,93,153,50.2,19.8,-5.9,-10.2,53.4,7.0
0,5,0,15,1.65,110,291,59,80,54.0,21.5,-7.5,-10.1,46.6,7.0
3,10,3,15,1.75,80,611,122,197,48.6,14.4,-0.3,-4.1,53.7,7.0
5,0,3,10,1.65,80,719,142,216,50.9,15.8,-1.8,-5.5,61.2,7.0
0,0,8,8,1.75,90,450,86,146,50.4,18.6,-4.6,-8.4,48.5,7.0
5,0,5,8,1.65,80,718,142,216,51.0,15.8,-1.8,-5.5,61.2,7.0
3,5,8,15,1.75,80,607,123,189,48.6,13.5,0.6,-3.0,53.7,7.0
0,5,0,10,1.75,90,456,91,149,50.4,17.9,-4.0,-8.1,49.4,6.9
5,0,3,10,1.65,110,281,57,78,54.1,14.5,-0.7,-2.7,38.6,6.9
0,10,5,10,1.75,80,606,120,195,48.7,14.3,-0.4,-4.2,51.7,6.9
7,5,0,8,1.65,90,592,114,185,52.5,18.2,-4.5,-7.9,54.7,6.9
5,5,0,10,1.75,90,456,91,149,50.4,17.9,-4.0,-8.1,49.4,6.9
3,7,5,12,1.75,110,201,44,61,51.2,13.1,0.8,-1.3,34.6,6.9
7,3,5,15,1.65,110,313,66,89,54.0,17.8,-4.1,-6.1,44.4,6.9
5,0,8,8,1.65,80,726,143,217,50.7,15.0,-1.1,-4.8,59.1,6.9
5,0,0,15,1.75,80,586,122,179,48.6,14.7,-1.0,-4.7,54.8,6.9
3,3,0,8,1.65,110,280,54,82,54.3,16.8,-2.9,-5.0,43.4,6.9
3,5,0,8,1.75,90,454,91,149,50.4,17.9,-4.0,-8.1,49.4,6.9
3,0,5,12,1.65,110,281,55,78,54.1,14.7,-0.9,-3.0,41.7,6.9
5,0,5,15,1.65,80,728,145,217,51.0,15.1,-1.2,-4.9,59.3,6.9
5,0,3,12,1.75,80,588,122,179,48.8,14.7,-1.0,-4.7,54.8,6.9
10,5,3,8,1.75,90,467,93,156,50.3,17.8,-4.0,-8.5,52.8,6.9
10,0,5,15,1.75,90,463,93,151,49.9,19.8,-6.0,-10.4,54.1,6.9
0,5,3,8,1.65,110,287,58,81,54.7,18.4,-4.5,-6.7,45.1,6.9
3,3,5,12,1.75,80,595,123,182,48.9,13.5,0.3,-3.3,51.0,6.9
10,0,5,10,1.75,80,591,122,183,48.9,12.7,1.0,-2.4,53.9,6.9
10,5,0,15,1.75,90,472,96,155,50.4,18.4,-4.7,-9.3,54.7,6.9
3,0,0,10,1.65,110,270,51,76,54.1,17.1,-3.3,-5.3,41.7,6.9
0,0,0,12,1.75,80,577,117,178,48.7,15.5,-1.6,-5.5,56.9,6.9
3,3,8,10,1.75,80,596,122,183,48.7,12.5,1.3,-2.1,51.0,6.9
7,0,5,15,1.75,80,594,123,182,49.0,13.8,-0.0,-3.7,53.9,6.9
5,7,3,12,1.75,110,200,46,61,51.5,13.0,0.8,-1.3,34.6,6.9
0,5,0,15,1.75,110,187,41,54,51.3,17.5,-3.6,-6.2,40.6,6.9
7,5,0,10,1.65,90,594,114,185,52.5,18.2,-4.5,-7.9,54.7,6.9
3,0,0,10,1.75,110,171,36,52,51.5,14.6,-0.8,-2.9,36.9,6.9
3,5,0,10,1.75,90,456,91,149,50.4,17.9,-4.0,-8.1,49.4,6.9
0,5,5,8,1.65,110,289,58,81,54.3,18.4,-4.5,-6.7,45.1,6.9
3,10,8,10,1.75,110,209,45,66,51.7,14.8,-1.0,-3.3,37.7,6.9
5,0,3,15,1.75,80,588,122,179,48.8,14.7,-1.0,-4.7,54.8,6.9
5,5,0,8,1.75,90,454,91,149,50.4,17.9,-4.0,-8.1,49.4,6.9
7,5,3,15,1.65,110,313,66,89,54.6,17.8,-4.1,-6.1,44.4,6.9
5,0,5,12,1.65,80,728,145,217,51.0,15.1,-1.2,-4.9,59.3,6.9
5,5,3,10,1.65,110,299,63,85,54.5,15.8,-2.1,-4.0,43.4,6.8
0,0,3,15,1.65,80,718,140,215,50.8,15.8,-2.1,-5.9,62.3,6.8
0,0,0,15,1.65,80,716,140,215,50.7,15.8,-2.1,-5.9,62.3,6.8
0,0,5,8,1.65,80,711,138,215,50.9,15.7,-2.1,-5.9,62.3,6.8
0,0,3,12,1.65,80,718,140,215,50.8,15.8,-2.1,-5.9,62.3,6.8
5,0,8,12,1.75,80,596,123,180,48.7,13.8,-0.2,-3.8,52.3,6.8
0,0,3,10,1.65,80,712,138,215,50.8,15.7,-2.1,-5.9,62.3,6.8
5,0,8,15,1.75,80,597,123,180,48.6,13.8,-0.2,-3.8,52.3,6.8
10,10,5,8,1.65,110,334,74,101,54.5,18.3,-4.8,-7.5,44.7,6.8
3,10,5,10,1.65,80,749,144,236,50.7,14.0,-0.3,-3.9,56.0,6.8
0,0,3,8,1.75,90,438,85,141,50.2,17.7,-4.1,-7.8,46.4,6.8
10,10,8,8,1.65,110,337,75,102,54.6,19.3,-5.7,-8.4,46.9,6.8
5,0,0,10,1.75,80,578,120,177,48.6,14.6,-1.1,-4.9,55.1,6.8
10,10,3,8,1.65,110,331,74,101,54.7,18.3,-4.8,-7.5,44.7,6.8
3,5,5,12,1.75,80,599,123,185,48.7,13.5,0.0,-3.5,49.9,6.8
0,5,3,15,1.75,110,192,43,54,51.6,17.1,-3.6,-6.2,40.6,6.8
3,3,3,10,1.65,110,287,56,83,54.0,15.6,-2.1,-4.1,43.4,6.8
3,5,5,10,1.65,110,297,60,85,53.9,17.9,-4.4,-6.4,43.4,6.8
0,7,0,8,1.65,90,590,111,187,52.7,16.8,-3.2,-6.4,50.4,6.8
10,0,0,8,1.65,90,579,111,180,52.3,19.4,-5.8,-9.5,57.2,6.8
7,0,0,8,1.75,90,442,90,141,50.2,19.2,-5.6,-9.6,50.7,6.8
3,5,0,8,1.65,110,283,55,83,54.4,17.7,-4.0,-6.1,43.4,6.8
10,0,3,8,1.75,90,448,90,146,50.0,19.2,-5.6,-10.0,52.1,6.8
0,7,0,12,1.75,110,188,41,57,51.1,16.0,-2.4,-4.9,38.7,6.8
7,0,0,10,1.75,90,444,90,141,50.2,19.2,-5.6,-9.6,50.7,6.8
10,0,0,10,1.65,90,581,111,180,52.3,19.4,-5.8,-9.5,57.2,6.8
0,7,0,10,1.75,110,188,41,57,51.1,16.0,-2.4,-4.9,38.7,6.8
3,5,3,12,1.65,110,296,60,85,54.4,17.9,-4.4,-6.4,43.4,6.8
5,7,8,8,1.65,110,311,66,90,54.3,16.9,-3.6,-5.6,43.9,6.7
0,0,0,8,1.65,90,569,106,175,52.5,18.1,-4.7,-7.7,52.1,6.7
3,5,8,10,1.75,80,600,122,186,48.5,12.5,1.0,-2.3,49.9,6.7
7,5,8,15,1.75,110,209,46,63,51.7,14.3,-1.0,-3.2,38.2,6.7
0,0,8,8,1.65,80,719,139,216,50.6,14.9,-1.5,-5.2,60.2,6.7
3,3,8,15,1.75,110,200,44,59,51.0,14.5,-1.1,-3.3,40.6,6.7
3,10,0,12,1.75,80,605,121,195,48.4,15.3,-1.9,-6.0,53.7,6.7
10,5,0,10,1.65,90,599,114,190,52.4,18.2,-4.7,-8.5,56.6,6.7
7,3,8,15,1.75,110,207,46,63,51.2,14.3,-1.0,-3.2,38.2,6.7
0,5,5,10,1.75,80,590,120,184,48.6,14.3,-0.8,-4.6,52.9,6.7
0,0,5,8,1.75,90,445,86,145,49.9,18.6,-5.3,-9.2,50.6,6.7
7,0,0,10,1.75,110,178,39,55,51.1,11.4,1.9,-0.1,33.6,6.7
3,10,3,12,1.75,80,610,122,196,48.5,14.4,-0.9,-4.9,53.7,6.7
0,7,5,12,1.75,110,195,43,57,50.8,15.7,-2.4,-4.9,38.7,6.7
0,10,5,15,1.75,80,612,122,196,48.7,14.4,-0.9,-4.9,53.7,6.7
10,5,0,8,1.65,90,597,114,190,52.4,18.2,-4.7,-8.5,56.6,6.7
0,7,5,10,1.75,110,194,43,57,50.5,15.7,-2.4,-4.9,38.7,6.7
0,0,8,15,1.65,80,727,141,216,50.6,15.0,-1.5,-5.2,60.2,6.7
3,10,3,10,1.75,80,604,120,196,48.5,14.3,-0.9,-4.9,53.7,6.7
7,5,0,15,1.65,110,304,63,87,54.3,17.2,-3.8,-6.0,42.1,6.7
3,0,5,8,1.65,110,273,52,76,54.2,17.1,-3.7,-5.6,41.7,6.7
0,5,8,10,1.75,80,595,120,184,48.4,14.3,-0.8,-4.6,52.9,6.7
10,7,0,8,1.75,110,204,49,67,51.5,18.5,-5.0,-7.8,41.9,6.7
3,10,8,12,1.75,80,620,125,197,48.5,13.7,-0.3,-4.0,51.3,6.7
10,0,5,10,1.75,90,458,91,150,49.8,20.1,-6.7,-11.4,56.0,6.7
0,0,8,12,1.65,80,726,141,216,50.7,15.0,-1.5,-5.2,60.2,6.7
0,0,0,10,1.75,80,572,116,177,48.6,14.5,-1.1,-4.9,55.1,6.7
0,7,3,10,1.75,110,192,43,57,51.0,15.7,-2.4,-4.9,38.7,6.7
0,7,3,12,1.75,110,192,43,57,51.0,15.7,-2.4,-4.9,38.7,6.7
3,10,8,10,1.75,80,615,123,197,48.5,13.6,-0.3,-4.0,51.3,6.7
0,5,3,8,1.75,90,457,90,151,50.5,16.0,-2.6,-6.3,45.0,6.7
0,5,3,10,1.65,110,291,60,81,54.3,17.9,-4.5,-6.7,45.1,6.7
10,0,5,8,1.75,90,455,91,150,49.7,20.1,-6.7,-11.4,56.0,6.7
7,0,0,8,1.75,110,174,37,55,51.7,11.5,1.9,-0.1,33.6,6.7
3,5,0,12,1.65,110,288,57,83,54.2,17.3,-4.0,-6.1,43.4,6.6
10,7,3,15,1.75,110,223,56,68,51.6,19.7,-6.4,-9.3,44.2,6.6
10,7,5,15,1.65,110,336,77,97,53.9,19.8,-6.5,-9.1,48.0,6.6
3,10,5,12,1.75,80,614,123,197,48.7,13.5,-0.3,-4.0,51.3,6.6
5,0,3,8,1.75,110,174,37,53,51.7,11.5,1.7,-0.4,33.7,6.6
3,0,0,8,1.65,80,709,139,214,50.8,14.9,-1.6,-5.5,60.7,6.6
7,0,5,10,1.75,80,589,122,181,48.9,12.7,0.5,-2.9,52.0,6.6
7,5,3,8,1.65,110,298,61,88,54.7,16.1,-3.0,-5.0,44.4,6.6
3,10,0,15,1.75,80,608,122,196,48.4,14.4,-1.3,-5.2,53.7,6.6
0,3,8,15,1.65,110,304,63,83,54.3,19.9,-6.8,-8.9,48.0,6.6
0,5,5,15,1.65,110,304,63,83,53.9,19.9,-6.8,-9.1,47.3,6.6
5,3,0,15,1.65,110,297,63,83,53.9,17.2,-4.0,-6.1,43.4,6.6
10,7,5,15,1.75,110,225,56,68,51.1,19.7,-6.4,-9.3,44.2,6.6
7,3,3,15,1.65,110,307,63,89,54.1,17.2,-4.1,-6.1,44.4,6.6
5,0,0,10,1.75,110,176,39,53,51.1,11.4,1.7,-0.4,33.7,6.6
3,5,0,15,1.75,80,595,122,187,48.6,14.4,-1.1,-5.1,56.1,6.6
7,5,0,8,1.75,90,459,93,150,50.3,17.8,-4.7,-8.9,51.4,6.6
0,10,5,10,1.75,110,203,43,63,51.2,15.7,-2.6,-5.1,37.0,6.6
5,5,0,15,1.65,110,301,63,85,54.2,17.2,-4.1,-6.1,43.4,6.6
5,0,3,10,1.75,110,178,39,53,51.1,11.4,1.7,-0.4,33.7,6.6
3,0,3,8,1.65,80,712,139,214,50.8,14.9,-1.6,-5.5,60.7,6.6
3,5,0,10,1.65,110,287,57,83,54.0,17.3,-4.0,-6.1,43.4,6.6
7,5,0,10,1.75,90,461,93,150,50.3,17.8,-4.7,-8.9,51.4,6.6
10,7,3,15,1.65,110,334,77,97,54.2,19.8,-6.5,-9.1,48.0,6.6
5,0,0,8,1.75,110,172,37,53,51.7,11.5,1.7,-0.4,33.7,6.6
5,0,3,12,1.65,110,283,58,79,54.1,12.6,0.7,-1.4,38.6,6.6
7,3,3,15,1.75,110,200,44,61,51.5,14.5,-1.6,-3.8,38.9,6.5
5,5,8,15,1.75,110,206,46,61,51.5,14.3,-1.2,-3.4,38.5,6.5
0,0,3,15,1.75,80,581,118,178,48.7,14.6,-1.6,-5.5,56.9,6.5
5,0,3,10,1.75,80,581,120,178,48.7,14.6,-1.6,-5.5,56.9,6.5
3,10,0,10,1.75,80,599,120,194,48.4,14.3,-1.4,-5.4,53.7,6.5
5,0,5,8,1.75,80,580,120,178,48.8,14.6,-1.6,-5.5,56.9,6.5
0,0,3,12,1.75,80,581,118,178,48.7,14.6,-1.6,-5.5,56.9,6.5
10,10,8,12,1.65,110,342,77,102,54.4,18.7,-5.7,-8.4,46.9,6.5
5,0,8,10,1.65,80,729,144,217,50.6,14.2,-1.1,-4.8,59.1,6.5
5,7,0,12,1.65,110,302,63,88,54.0,16.3,-3.3,-5.4,41.6,6.5
0,7,8,10,1.65,110,307,63,86,54.1,19.0,-5.9,-8.3,46.4,6.5
0,7,0,8,1.75,90,457,90,152,50.5,16.0,-3.1,-6.9,46.9,6.5
5,0,3,8,1.65,110,276,54,78,54.3,13.7,-0.7,-2.7,38.6,6.5
0,7,0,10,1.65,110,292,60,82,53.8,18.4,-5.4,-7.9,44.8,6.5
3,5,5,15,1.75,80,602,123,188,48.7,13.5,-0.4,-4.2,53.7,6.5
10,7,0,15,1.65,110,325,74,95,53.8,19.3,-6.3,-9.0,45.9,6.5
0,0,0,15,1.75,80,579,118,178,48.5,14.6,-1.6,-5.5,56.9,6.5
3,3,5,12,1.65,110,297,61,84,53.9,16.0,-3.2,-5.3,43.4,6.4
0,0,3,10,1.75,80,575,116,178,48.7,14.5,-1.6,-5.5,56.9,6.4
10,10,5,8,1.75,110,221,53,71,52.0,17.7,-4.9,-8.0,41.0,6.4
0,0,8,15,1.75,80,590,119,179,48.5,13.6,-0.9,-4.6,54.5,6.4
7,3,5,15,1.75,110,204,46,61,51.0,14.3,-1.6,-3.8,38.9,6.4
10,0,0,10,1.75,90,448,90,145,50.0,19.2,-6.4,-11.0,54.1,6.4
5,3,0,15,1.75,110,192,44,57,51.0,14.5,-1.8,-4.0,38.9,6.4
0,0,8,12,1.75,80,589,119,179,48.6,13.6,-0.9,-4.6,54.5,6.4
3,0,3,12,1.75,110,175,37,53,51.4,11.5,1.3,-0.7,36.9,6.4
5,0,5,8,1.65,110,280,55,79,53.9,14.7,-1.9,-3.9,41.1,6.4
5,0,5,12,1.75,80,590,123,179,48.8,13.8,-1.0,-4.7,54.8,6.4
10,10,3,8,1.75,110,218,53,71,52.3,17.7,-4.9,-8.0,41.0,6.4
7,5,0,8,1.65,110,290,58,86,54.5,15.4,-2.7,-4.8,42.1,6.4
0,0,0,8,1.75,90,436,85,140,50.2,17.7,-4.9,-8.8,48.7,6.4
3,0,0,8,1.65,110,265,49,75,54.3,17.4,-4.7,-6.6,41.7,6.4
5,0,8,8,1.75,80,588,121,179,48.5,13.7,-0.9,-4.6,54.5,6.4
10,7,0,8,1.65,110,311,69,94,54.0,18.2,-5.3,-7.9,45.9,6.4
5,5,5,8,1.65,110,298,61,86,54.4,16.1,-3.3,-5.1,45.7,6.4
7,5,3,15,1.75,110,204,46,61,52.0,14.3,-1.6,-3.8,38.9,6.4
0,0,5,12,1.65,80,720,141,215,50.8,15.0,-2.1,-5.9,62.3,6.4
3,5,3,15,1.75,110,196,44,57,51.5,14.5,-1.8,-4.0,38.9,6.4
5,0,5,15,1.75,80,590,123,179,48.8,13.8,-1.0,-4.7,54.8,6.4
5,3,8,15,1.65,110,313,66,88,54.0,17.8,-5.0,-6.8,45.9,6.4
0,0,5,15,1.65,80,720,141,215,50.8,15.0,-2.1,-5.9,62.3,6.4
3,10,5,15,1.75,80,616,124,198,48.7,12.6,0.3,-3.3,51.3,6.4
10,0,0,8,1.75,90,446,90,145,50.0,19.2,-6.4,-11.0,54.1,6.4
10,10,8,8,1.75,110,223,54,72,52.0,19.0,-6.3,-9.5,43.3,6.4
3,0,0,12,1.65,80,718,141,215,50.7,15.0,-2.1,-5.9,62.3,6.4
0,0,5,8,1.75,80,574,116,178,48.8,14.5,-1.6,-5.5,56.9,6.4
3,3,0,10,1.65,110,284,56,82,53.9,15.6,-2.9,-5.0,43.4,6.4
5,3,3,15,1.65,110,302,63,85,54.0,17.2,-4.4,-6.4,43.4,6.4
5,3,3,15,1.75,110,195,44,57,51.3,14.5,-1.8,-4.0,38.9,6.4
3,3,5,10,1.75,80,591,122,182,48.7,12.5,0.3,-3.3,51.0,6.4
0,5,0,8,1.65,90,586,111,184,52.6,16.8,-4.0,-7.3,52.8,6.4
0,0,5,15,1.75,110,183,41,50,50.8,17.5,-4.6,-7.2,41.2,6.4
7,3,0,10,2.4,80,115,27,36,40.0,6.5,6.2,3.4,19.3,6.3
0,7,8,12,2.6,80,59,10,19,33.9,11.0,1.6,-2.0,21.7,6.3
0,3,5,15,1.65,110,300,63,81,54.0,19.9,-7.4,-9.6,47.8,6.3
